Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-177929,"Signaling by EGFR",2,61,0.004200523343892026,0.2548487984686272,0.4974081053457887,2,49,0.0036496350364963502,9606,Homo sapiens,"CSK;PTPRK","","R-HSA-177923;R-HSA-183036"
R-HSA-9614085,"FOXO-mediated transcription",3,110,0.0075747142266905385,0.2577350764266373,0.4974081053457887,10,85,0.006330999553105914,9606,Homo sapiens,"SMAD3;FASLG","","R-HSA-9625520;R-HSA-9625510;R-HSA-9614662;R-HSA-9618004;R-HSA-9618021;R-HSA-9625749;R-HSA-9617838;R-HSA-9617996;R-HSA-9614669;R-HSA-9625693"
R-HSA-418597,"G alpha (z) signalling events",2,62,0.004269384382316485,0.26073722431284607,0.4974081053457887,5,13,9.682705198867869E-4,9606,Homo sapiens,"PRKCQ;ADCY7","","R-HSA-392129;R-HSA-392064;R-HSA-8982703;R-HSA-751040;R-HSA-8982709"
R-HSA-9027284,"Erythropoietin activates RAS",1,19,0.0013083597300647294,0.26194593639431096,0.4974081053457887,8,8,5.958587814687919E-4,9606,Homo sapiens,"JAK2","","R-HSA-9027274;R-HSA-9029149;R-HSA-9029151;R-HSA-9029150;R-HSA-9029155;R-HSA-9024723;R-HSA-9029158;R-HSA-9024726"
R-HSA-450385,"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",1,19,0.0013083597300647294,0.26194593639431096,0.4974081053457887,6,6,4.4689408610159393E-4,9606,Homo sapiens,"ZFP36L1","","R-HSA-450406;R-HSA-450517;R-HSA-482788;R-HSA-450474;R-HSA-450490;R-HSA-450488"
R-HSA-196780,"Biotin transport and metabolism",1,19,0.0013083597300647294,0.26194593639431096,0.4974081053457887,2,13,9.682705198867869E-4,9606,Homo sapiens,"ACACA","","R-HSA-3065958;R-HSA-2993814"
R-HSA-416700,"Other semaphorin interactions",1,19,0.0013083597300647294,0.26194593639431096,0.4974081053457887,1,9,6.703411291523909E-4,9606,Homo sapiens,"PTPRC","","R-HSA-373746"
R-HSA-168256,"Immune System",47,2681,0.18461644401597577,0.2637949900709906,0.4974081053457887,397,1621,0.12073588559511396,9606,Homo sapiens,"IL21;CIITA;NCF2;IL23R;KEAP1;FASLG;UBE2L3;IL18RAP;RAC2;STAT4;CTSH;CTLA4;CSK;ICOS;JAK2;SH2B3;ICOSLG;HLA-DQA1;CCR2;IL10;SMAD3;ERAP2;TNFSF15;STAC;CARD9;IL2;PTPRC;IRF4;GLB1;IL2RA;ELMO1;CD28;TLR8;PRKCQ;CD247;PTPN2;IL18R1","","R-HSA-1369114;R-HSA-1369115;R-HSA-1168393;R-HSA-741395;R-HSA-1168394;R-HSA-913424;R-HSA-389158;R-HSA-6786114;R-HSA-913451;R-HSA-6786124;R-HSA-1168445;R-HSA-8937656;R-HSA-1168423;R-HSA-8937654;R-HSA-6786095;R-HSA-6786092;R-HSA-976991;R-HSA-6786101;R-HSA-6800434;R-HSA-6786096;R-HSA-1364044;R-HSA-6786110;R-HSA-1168456;R-HSA-1168459;R-HSA-6793275;R-HSA-1364043;R-HSA-6784006;R-HSA-983147;R-HSA-6786050;R-HSA-9705726;R-HSA-983140;R-HSA-6786058;R-HSA-6785047;R-HSA-6786070;R-HSA-983158;R-HSA-983157;R-HSA-1170539;R-HSA-983156;R-HSA-983152;R-HSA-6786072;R-HSA-912527;R-HSA-8848395;R-HSA-9674808;R-HSA-6784204;R-HSA-1302698;R-HSA-6784160;R-HSA-1675473;R-HSA-9674816;R-HSA-9691204;R-HSA-6784189;R-HSA-2197697;R-HSA-389348;R-HSA-389350;R-HSA-389352;R-HSA-389354;R-HSA-909552;R-HSA-389381;R-HSA-8984963;R-HSA-8984964;R-HSA-449803;R-HSA-8987033;R-HSA-5607751;R-HSA-8950173;R-HSA-449811;R-HSA-5607744;R-HSA-5607747;R-HSA-8950175;R-HSA-5607757;R-HSA-5607756;R-HSA-5607759;R-HSA-5607753;R-HSA-6784324;R-HSA-6784323;R-HSA-8983983;R-HSA-8950190;R-HSA-198955;R-HSA-879909;R-HSA-879910;R-HSA-8950181;R-HSA-879907;R-HSA-8950201;R-HSA-879934;R-HSA-5685602;R-HSA-8983996;R-HSA-5685600;R-HSA-879930;R-HSA-879925;R-HSA-449855;R-HSA-8950218;R-HSA-8984012;R-HSA-8984014;R-HSA-9008577;R-HSA-8984001;R-HSA-8950210;R-HSA-879942;R-HSA-879937;R-HSA-8950213;R-HSA-508247;R-HSA-2213235;R-HSA-2213236;R-HSA-2213239;R-HSA-2213241;R-HSA-6784319;R-HSA-8950225;R-HSA-2213243;R-HSA-8984021;R-HSA-2213244;R-HSA-9707977;R-HSA-8984023;R-HSA-2213246;R-HSA-451942;R-HSA-5607733;R-HSA-5607732;R-HSA-8987104;R-HSA-5607740;R-HSA-5607742;R-HSA-5607737;R-HSA-5607736;R-HSA-1168767;R-HSA-8950269;R-HSA-912757;R-HSA-8950260;R-HSA-508282;R-HSA-2130336;R-HSA-6788582;R-HSA-508292;R-HSA-6789615;R-HSA-2130349;R-HSA-1370500;R-HSA-1168768;R-HSA-8983835;R-HSA-8983834;R-HSA-9705729;R-HSA-389532;R-HSA-1370505;R-HSA-9705738;R-HSA-2213248;R-HSA-909738;R-HSA-8950063;R-HSA-8983841;R-HSA-8983845;R-HSA-1112510;R-HSA-873919;R-HSA-873918;R-HSA-9676071;R-HSA-202165;R-HSA-8983870;R-HSA-1168809;R-HSA-202168;R-HSA-6788571;R-HSA-1168813;R-HSA-202174;R-HSA-449976;R-HSA-8983872;R-HSA-873924;R-HSA-873927;R-HSA-873926;R-HSA-873921;R-HSA-8983876;R-HSA-8983878;R-HSA-873922;R-HSA-1112514;R-HSA-9006431;R-HSA-1168839;R-HSA-8986985;R-HSA-202214;R-HSA-1112565;R-HSA-450031;R-HSA-2130378;R-HSA-202216;R-HSA-202222;R-HSA-450027;R-HSA-1168894;R-HSA-6798743;R-HSA-453111;R-HSA-453104;R-HSA-6798751;R-HSA-8950128;R-HSA-2130393;R-HSA-202233;R-HSA-6798748;R-HSA-452091;R-HSA-6798745;R-HSA-450054;R-HSA-452100;R-HSA-5693012;R-HSA-202245;R-HSA-8950415;R-HSA-452097;R-HSA-450063;R-HSA-452108;R-HSA-1112602;R-HSA-8987266;R-HSA-202248;R-HSA-1112604;R-HSA-8950405;R-HSA-2130478;R-HSA-8950426;R-HSA-1671691;R-HSA-2130486;R-HSA-452122;R-HSA-1671687;R-HSA-8950423;R-HSA-8950441;R-HSA-6783556;R-HSA-6783552;R-HSA-1031716;R-HSA-1031713;R-HSA-202291;R-HSA-8950448;R-HSA-8950453;R-HSA-202307;R-HSA-8951498;R-HSA-6783524;R-HSA-8951500;R-HSA-921155;R-HSA-6783530;R-HSA-1678921;R-HSA-1678923;R-HSA-6809140;R-HSA-1678927;R-HSA-8950480;R-HSA-202328;R-HSA-8950485;R-HSA-1112690;R-HSA-2130500;R-HSA-2130504;R-HSA-202344;R-HSA-1067646;R-HSA-8852200;R-HSA-1112703;R-HSA-8950522;R-HSA-9678561;R-HSA-6788628;R-HSA-9006844;R-HSA-9008894;R-HSA-1678944;R-HSA-914036;R-HSA-389759;R-HSA-389758;R-HSA-8950518;R-HSA-9009910;R-HSA-9617941;R-HSA-389762;R-HSA-1112727;R-HSA-8987141;R-HSA-1678998;R-HSA-1067651;R-HSA-1112708;R-HSA-2130619;R-HSA-1067659;R-HSA-8950292;R-HSA-447130;R-HSA-8987156;R-HSA-8950314;R-HSA-8987179;R-HSA-1112755;R-HSA-9008684;R-HSA-6783681;R-HSA-8950328;R-HSA-1067688;R-HSA-8950322;R-HSA-9008692;R-HSA-8950344;R-HSA-202437;R-HSA-2029272;R-HSA-2029273;R-HSA-2029270;R-HSA-2029271;R-HSA-2029268;R-HSA-388814;R-HSA-388809;R-HSA-8950340;R-HSA-388808;R-HSA-388811;R-HSA-1973968;R-HSA-388817;R-HSA-8950364;R-HSA-8950365;R-HSA-8950367;R-HSA-8981073;R-HSA-388829;R-HSA-877269;R-HSA-8950354;R-HSA-388831;R-HSA-8856157;R-HSA-388830;R-HSA-8987220;R-HSA-388833;R-HSA-388832;R-HSA-8981093;R-HSA-2130640;R-HSA-2130641;R-HSA-877308;R-HSA-982778;R-HSA-982775;R-HSA-447226;R-HSA-8950389;R-HSA-982768;R-HSA-2130725;R-HSA-982792;R-HSA-2130731;R-HSA-914182;R-HSA-6785898;R-HSA-8950681;R-HSA-8850326;R-HSA-447252;R-HSA-8950684;R-HSA-982810;R-HSA-9005980;R-HSA-982807;R-HSA-8952749;R-HSA-1169210;R-HSA-2130706;R-HSA-8850356;R-HSA-1169188;R-HSA-8950718;R-HSA-9009072;R-HSA-1169192;R-HSA-2730861;R-HSA-8950732;R-HSA-2730863;R-HSA-8848335;R-HSA-8950721;R-HSA-8950724;R-HSA-2730876;R-HSA-8983519;R-HSA-8983518;R-HSA-2730864;R-HSA-8950737;R-HSA-919404;R-HSA-8950757;R-HSA-8952807;R-HSA-9705467;R-HSA-6784791;R-HSA-8950778;R-HSA-8950780;R-HSA-8848370;R-HSA-2730835;R-HSA-6785821;R-HSA-8950771;R-HSA-2730836;R-HSA-8952823;R-HSA-8950537;R-HSA-6789092;R-HSA-2029467;R-HSA-9006850;R-HSA-2029458;R-HSA-8950533;R-HSA-2029459;R-HSA-2029457;R-HSA-9006873;R-HSA-2029452;R-HSA-2029453;R-HSA-2029451;R-HSA-2029449;R-HSA-1015702;R-HSA-1015699;R-HSA-9006870;R-HSA-9706293;R-HSA-9008928;R-HSA-2730882;R-HSA-448427;R-HSA-9706298;R-HSA-8950567;R-HSA-2730904;R-HSA-8950586;R-HSA-5696482;R-HSA-8950591;R-HSA-2730899;R-HSA-2029476;R-HSA-2730900;R-HSA-8950581;R-HSA-2730903;R-HSA-2730902;R-HSA-8950583;R-HSA-997326;R-HSA-8855375;R-HSA-9674563;R-HSA-9674562;R-HSA-8855381;R-HSA-913374;R-HSA-9674567;R-HSA-913371;R-HSA-8950623;R-HSA-913370;R-HSA-8950608;R-HSA-6797245;R-HSA-9706315;R-HSA-6790022;R-HSA-8950634;R-HSA-8950637;R-HSA-1369080;R-HSA-1236967;R-HSA-5675948;R-HSA-203774;R-HSA-6790041"
R-HSA-140534,"Caspase activation via Death Receptors in the presence of ligand",1,20,0.001377220768489189,0.2736588289808204,0.4974081053457887,4,9,6.703411291523909E-4,9606,Homo sapiens,"FASLG","","R-HSA-139952;R-HSA-3465459;R-HSA-73945;R-HSA-3465448"
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",1,20,0.001377220768489189,0.2736588289808204,0.4974081053457887,2,13,9.682705198867869E-4,9606,Homo sapiens,"ELMO1","","R-HSA-8848611;R-HSA-8848618"
R-HSA-445717,"Aquaporin-mediated transport",2,68,0.004682550612863242,0.29604408296661666,0.4974081053457887,3,25,0.0018620586920899747,9606,Homo sapiens,"RAB11FIP2;ADCY7","","R-HSA-163617;R-HSA-432237;R-HSA-164377"
R-HSA-913531,"Interferon Signaling",8,394,0.02713124913923702,0.2960443183608603,0.4974081053457887,16,69,0.00513928199016833,9606,Homo sapiens,"CIITA;IRF4;JAK2;HLA-DQA1;PTPN2","","R-HSA-997326;R-HSA-873924;R-HSA-873927;R-HSA-1031716;R-HSA-873926;R-HSA-873921;R-HSA-1031713;R-HSA-873922;R-HSA-877308;R-HSA-873919;R-HSA-9678561;R-HSA-873918;R-HSA-877269;R-HSA-1015702;R-HSA-1015699;R-HSA-909552"
R-HSA-164938,"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters",1,22,0.0015149428453381077,0.2965322426967001,0.4974081053457887,3,15,0.0011172352152539848,9606,Homo sapiens,"CD28","","R-HSA-167633;R-HSA-167637;R-HSA-167630"
R-HSA-1614517,"Sulfide oxidation to sulfate",1,22,0.0015149428453381077,0.2965322426967001,0.4974081053457887,1,6,4.4689408610159393E-4,9606,Homo sapiens,"SUOX","","R-HSA-1614544"
R-HSA-1912420,"Pre-NOTCH Processing in Golgi",1,23,0.0015838038837625672,0.30769854323688517,0.4974081053457887,8,8,5.958587814687919E-4,9606,Homo sapiens,"NOTCH4","","R-HSA-1912382;R-HSA-1912379;R-HSA-1912378;R-HSA-1912372;R-HSA-1912374;R-HSA-1912369;R-HSA-1912352;R-HSA-1912355"
R-HSA-73980,"RNA Polymerase III Transcription Termination",1,23,0.0015838038837625672,0.30769854323688517,0.4974081053457887,1,2,1.4896469536719798E-4,9606,Homo sapiens,"NFIA","","R-HSA-113454"
R-HSA-164378,"PKA activation in glucagon signalling",1,23,0.0015838038837625672,0.30769854323688517,0.4974081053457887,1,2,1.4896469536719798E-4,9606,Homo sapiens,"ADCY7","","R-HSA-164377"
R-HSA-9613829,"Chaperone Mediated Autophagy",1,23,0.0015838038837625672,0.30769854323688517,0.4974081053457887,9,19,0.0014151646059883808,9606,Homo sapiens,"PARK7","","R-HSA-9625188;R-HSA-9620197;R-HSA-9622840;R-HSA-9615721;R-HSA-9624158;R-HSA-9622831;R-HSA-9625196;R-HSA-9626060;R-HSA-9625197"
R-HSA-1181150,"Signaling by NODAL",1,23,0.0015838038837625672,0.30769854323688517,0.4974081053457887,5,12,8.937881722031879E-4,9606,Homo sapiens,"SMAD3","","R-HSA-173488;R-HSA-1535903;R-HSA-1181355;R-HSA-1225919;R-HSA-170847"
R-HSA-163615,"PKA activation",1,23,0.0015838038837625672,0.30769854323688517,0.4974081053457887,1,4,2.9792939073439596E-4,9606,Homo sapiens,"ADCY7","","R-HSA-111930"
R-HSA-5625900,"RHO GTPases activate CIT",1,23,0.0015838038837625672,0.30769854323688517,0.4974081053457887,1,6,4.4689408610159393E-4,9606,Homo sapiens,"PPP1R12B","","R-HSA-5671919"
R-HSA-180292,"GAB1 signalosome",1,23,0.0015838038837625672,0.30769854323688517,0.4974081053457887,1,11,8.193058245195889E-4,9606,Homo sapiens,"CSK","","R-HSA-177923"
R-HSA-9006927,"Signaling by Non-Receptor Tyrosine Kinases",2,71,0.00488913372813662,0.31362028887930193,0.4974081053457887,6,53,0.003947564427230746,9606,Homo sapiens,"LRRK2;ELMO1","","R-HSA-8848611;R-HSA-8857583;R-HSA-8857565;R-HSA-8848618;R-HSA-9634702;R-HSA-8857577"
R-HSA-8848021,"Signaling by PTK6",2,71,0.00488913372813662,0.31362028887930193,0.4974081053457887,6,53,0.003947564427230746,9606,Homo sapiens,"LRRK2;ELMO1","","R-HSA-8848611;R-HSA-8857583;R-HSA-8857565;R-HSA-8848618;R-HSA-9634702;R-HSA-8857577"
R-HSA-2426168,"Activation of gene expression by SREBF (SREBP)",2,71,0.00488913372813662,0.31362028887930193,0.4974081053457887,2,42,0.0031282586027111575,9606,Homo sapiens,"ACACA","","R-HSA-2426160;R-HSA-1655845"
R-HSA-202424,"Downstream TCR signaling",3,124,0.00853876876463297,0.31815569306624303,0.4974081053457887,4,24,0.0017875763444063757,9606,Homo sapiens,"PRKCQ;CD247;HLA-DQA1","","R-HSA-202307;R-HSA-202437;R-HSA-202328;R-HSA-202222"
R-HSA-2219528,"PI3K/AKT Signaling in Cancer",3,124,0.00853876876463297,0.31815569306624303,0.4974081053457887,1,21,0.0015641293013555788,9606,Homo sapiens,"RAC2;CD28;ICOS","","R-HSA-2400009"
R-HSA-5627117,"RHO GTPases Activate ROCKs",1,24,0.0016526649221870265,0.31868835049552746,0.4974081053457887,2,7,5.213764337851929E-4,9606,Homo sapiens,"PPP1R12B","","R-HSA-419232;R-HSA-419083"
R-HSA-76002,"Platelet activation, signaling and aggregation",6,291,0.020038562181517696,0.3220772926955874,0.4974081053457887,11,116,0.008639952331297482,9606,Homo sapiens,"TMSB4X;PLEK;RAC2;IGF2;PRKCQ;CSK","","R-HSA-354149;R-HSA-443910;R-HSA-425861;R-HSA-482772;R-HSA-432096;R-HSA-442273;R-HSA-443905;R-HSA-481007;R-HSA-354077;R-HSA-377644;R-HSA-377641"
R-HSA-6802952,"Signaling by BRAF and RAF fusions",2,73,0.005026855804985539,0.3252862687031479,0.4974081053457887,5,5,3.7241173841799495E-4,9606,Homo sapiens,"CSK;JAK2","","R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-6802927"
R-HSA-389513,"CTLA4 inhibitory signaling",1,25,0.001721525960611486,0.3295044422193928,0.4974081053457887,4,5,3.7241173841799495E-4,9606,Homo sapiens,"CTLA4","","R-HSA-388833;R-HSA-388829;R-HSA-389532;R-HSA-388809"
R-HSA-1362409,"Mitochondrial iron-sulfur cluster biogenesis",1,25,0.001721525960611486,0.3295044422193928,0.4974081053457887,1,6,4.4689408610159393E-4,9606,Homo sapiens,"SLC25A28","","R-HSA-1362417"
R-HSA-6807004,"Negative regulation of MET activity",1,25,0.001721525960611486,0.3295044422193928,0.4974081053457887,1,10,7.448234768359899E-4,9606,Homo sapiens,"PTPN2","","R-HSA-6807027"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",3,129,0.008883073956755267,0.33986700826895966,0.4974081053457887,1,7,5.213764337851929E-4,9606,Homo sapiens,"RAC2;CD28;ICOS","","R-HSA-2316434"
R-HSA-389357,"CD28 dependent PI3K/Akt signaling",1,26,0.0017903869990359455,0.34014955262472857,0.4974081053457887,2,9,6.703411291523909E-4,9606,Homo sapiens,"CD28","","R-HSA-389158;R-HSA-388832"
R-HSA-111931,"PKA-mediated phosphorylation of CREB",1,26,0.0017903869990359455,0.34014955262472857,0.4974081053457887,1,7,5.213764337851929E-4,9606,Homo sapiens,"ADCY7","","R-HSA-111930"
R-HSA-2173795,"Downregulation of SMAD2/3:SMAD4 transcriptional activity",1,27,0.001859248037460405,0.35062637307636835,0.4974081053457887,17,21,0.0015641293013555788,9606,Homo sapiens,"SMAD3","","R-HSA-2187395;R-HSA-2187330;R-HSA-870538;R-HSA-2176491;R-HSA-173481;R-HSA-173545;R-HSA-2179274;R-HSA-2179276;R-HSA-2186607;R-HSA-2186741;R-HSA-2176503;R-HSA-2176502;R-HSA-2186747;R-HSA-209055;R-HSA-2187325;R-HSA-870449;R-HSA-2187388"
R-HSA-9705462,"Inactivation of CSF3 (G-CSF) signaling",1,27,0.001859248037460405,0.35062637307636835,0.4974081053457887,5,9,6.703411291523909E-4,9606,Homo sapiens,"JAK2","","R-HSA-9705729;R-HSA-9705726;R-HSA-9707977;R-HSA-9705738;R-HSA-9705467"
R-HSA-9617828,"FOXO-mediated transcription of cell cycle genes",1,27,0.001859248037460405,0.35062637307636835,0.4974081053457887,6,22,0.0016386116490391778,9606,Homo sapiens,"SMAD3","","R-HSA-9625520;R-HSA-9625510;R-HSA-9618004;R-HSA-9618021;R-HSA-9617838;R-HSA-9617996"
R-HSA-5627123,"RHO GTPases activate PAKs",1,27,0.001859248037460405,0.35062637307636835,0.4974081053457887,3,15,0.0011172352152539848,9606,Homo sapiens,"PPP1R12B","","R-HSA-5668978;R-HSA-5668947;R-HSA-419232"
R-HSA-3906995,"Diseases associated with O-glycosylation of proteins",2,78,0.005371160997107836,0.3542074207844237,0.4974081053457887,4,9,6.703411291523909E-4,9606,Homo sapiens,"NOTCH4;DAG1","","R-HSA-5615556;R-HSA-5615604;R-HSA-5096538;R-HSA-5617096"
R-HSA-3238698,"WNT ligand biogenesis and trafficking",1,28,0.0019281090758848643,0.3609375527565426,0.4974081053457887,8,12,8.937881722031879E-4,9606,Homo sapiens,"WNT3","","R-HSA-3247840;R-HSA-3238691;R-HSA-3247843;R-HSA-3247844;R-HSA-3238694;R-HSA-3781941;R-HSA-3247837;R-HSA-3781943"
R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",1,28,0.0019281090758848643,0.3609375527565426,0.4974081053457887,6,11,8.193058245195889E-4,9606,Homo sapiens,"JAK2","","R-HSA-9670418;R-HSA-9670417;R-HSA-9670416;R-HSA-9670426;R-HSA-9670413;R-HSA-9670412"
R-HSA-350054,"Notch-HLH transcription pathway",1,28,0.0019281090758848643,0.3609375527565426,0.4974081053457887,1,2,1.4896469536719798E-4,9606,Homo sapiens,"NOTCH4","","R-HSA-212356"
R-HSA-2173788,"Downregulation of TGF-beta receptor signaling",1,28,0.0019281090758848643,0.3609375527565426,0.4974081053457887,7,28,0.0020855057351407717,9606,Homo sapiens,"SMAD3","","R-HSA-2187382;R-HSA-2187401;R-HSA-2187368;R-HSA-2187355;R-HSA-2187405;R-HSA-2187375;R-HSA-2187358"
R-HSA-429947,"Deadenylation of mRNA",1,28,0.0019281090758848643,0.3609375527565426,0.4974081053457887,1,4,2.9792939073439596E-4,9606,Homo sapiens,"CCR4","","R-HSA-429955"
R-HSA-9669938,"Signaling by KIT in disease",1,28,0.0019281090758848643,0.3609375527565426,0.4974081053457887,6,26,0.0019365410397735737,9606,Homo sapiens,"JAK2","","R-HSA-9670418;R-HSA-9670417;R-HSA-9670416;R-HSA-9670426;R-HSA-9670413;R-HSA-9670412"
R-HSA-112409,"RAF-independent MAPK1/3 activation",1,28,0.0019281090758848643,0.3609375527565426,0.4974081053457887,2,12,8.937881722031879E-4,9606,Homo sapiens,"JAK2","","R-HSA-109857;R-HSA-109858"
R-HSA-200425,"Carnitine metabolism",1,28,0.0019281090758848643,0.3609375527565426,0.4974081053457887,1,9,6.703411291523909E-4,9606,Homo sapiens,"ACACA","","R-HSA-75851"
R-HSA-6804115,"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain",1,28,0.0019281090758848643,0.3609375527565426,0.4974081053457887,1,14,0.0010427528675703858,9606,Homo sapiens,"CCR4","","R-HSA-6798044"
R-HSA-982772,"Growth hormone receptor signaling",1,29,0.001996970114309324,0.3710856993231273,0.4974081053457887,21,28,0.0020855057351407717,9606,Homo sapiens,"JAK2","","R-HSA-982792;R-HSA-1169210;R-HSA-1168445;R-HSA-1168767;R-HSA-1168894;R-HSA-1168768;R-HSA-982810;R-HSA-982778;R-HSA-1169188;R-HSA-1168839;R-HSA-1168423;R-HSA-1168393;R-HSA-1168809;R-HSA-982807;R-HSA-1169192;R-HSA-1168456;R-HSA-982775;R-HSA-1168459;R-HSA-1168394;R-HSA-1168813;R-HSA-982768"
R-HSA-114608,"Platelet degranulation ",3,137,0.009433962264150943,0.37448785446658606,0.4974081053457887,2,11,8.193058245195889E-4,9606,Homo sapiens,"TMSB4X;PLEK;IGF2","","R-HSA-482772;R-HSA-481007"
R-HSA-199418,"Negative regulation of the PI3K/AKT network",3,137,0.009433962264150943,0.37448785446658606,0.4974081053457887,1,10,7.448234768359899E-4,9606,Homo sapiens,"RAC2;CD28;ICOS","","R-HSA-2316434"
R-HSA-1222556,"ROS and RNS production in phagocytes",2,82,0.005646605150805674,0.37702995162044306,0.4974081053457887,1,45,0.0033517056457619543,9606,Homo sapiens,"NCF2;RAC2","","R-HSA-6789092"
R-HSA-5693554,"Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)",1,30,0.0020658311527337833,0.3810733795576673,0.4974081053457887,1,1,7.448234768359899E-5,9606,Homo sapiens,"RMI2","","R-HSA-5693589"
R-HSA-6783589,"Interleukin-6 family signaling",1,30,0.0020658311527337833,0.3810733795576673,0.4974081053457887,23,34,0.0025323998212423656,9606,Homo sapiens,"JAK2","","R-HSA-1112690;R-HSA-1112755;R-HSA-6783524;R-HSA-6783556;R-HSA-1112565;R-HSA-6783681;R-HSA-1112727;R-HSA-6783552;R-HSA-1112602;R-HSA-6784204;R-HSA-1112604;R-HSA-6783530;R-HSA-1112510;R-HSA-1067646;R-HSA-1112703;R-HSA-1112514;R-HSA-1067651;R-HSA-1112708;R-HSA-5696482;R-HSA-1067688;R-HSA-6784189;R-HSA-1067659;R-HSA-449976"
R-HSA-8963898,"Plasma lipoprotein assembly",1,30,0.0020658311527337833,0.3810733795576673,0.4974081053457887,3,19,0.0014151646059883808,9606,Homo sapiens,"MTTP","","R-HSA-174786;R-HSA-174741;R-HSA-8866329"
R-HSA-157118,"Signaling by NOTCH",5,258,0.017766147913510534,0.3951424680836755,0.4974081053457887,39,154,0.011470281543274244,9606,Homo sapiens,"SMAD3;NOTCH4;RUNX1","","R-HSA-1912349;R-HSA-9604247;R-HSA-9604308;R-HSA-9013711;R-HSA-9604629;R-HSA-1912410;R-HSA-9604446;R-HSA-1912401;R-HSA-9604703;R-HSA-9604831;R-HSA-9604829;R-HSA-9604675;R-HSA-9604550;R-HSA-9604294;R-HSA-9604553;R-HSA-1912382;R-HSA-9604471;R-HSA-1912379;R-HSA-1912378;R-HSA-1912372;R-HSA-9604664;R-HSA-1912374;R-HSA-9604606;R-HSA-1912369;R-HSA-1912368;R-HSA-9604642;R-HSA-9604834;R-HSA-9604387;R-HSA-9604451;R-HSA-1912364;R-HSA-9013693;R-HSA-9605414;R-HSA-9604328;R-HSA-9604264;R-HSA-2168987;R-HSA-1912353;R-HSA-1912352;R-HSA-9604719;R-HSA-1912355"
R-HSA-1660662,"Glycosphingolipid metabolism",2,86,0.005922049304503512,0.39951474340854154,0.4974081053457887,3,32,0.0023834351258751676,9606,Homo sapiens,"GLB1","","R-HSA-1605624;R-HSA-1606312;R-HSA-1605724"
R-HSA-5357769,"Caspase activation via extrinsic apoptotic signalling pathway",1,32,0.0022035532295827023,0.40057740759367,0.4974081053457887,4,17,0.0012661999106211828,9606,Homo sapiens,"FASLG","","R-HSA-139952;R-HSA-3465459;R-HSA-73945;R-HSA-3465448"
R-HSA-1660514,"Synthesis of PIPs at the Golgi membrane",1,32,0.0022035532295827023,0.40057740759367,0.4974081053457887,1,11,8.193058245195889E-4,9606,Homo sapiens,"TPTE","","R-HSA-1676204"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",3,144,0.00991598953312216,0.404492353006664,0.4974081053457887,2,14,0.0010427528675703858,9606,Homo sapiens,"TMSB4X;PLEK;IGF2","","R-HSA-482772;R-HSA-481007"
R-HSA-1655829,"Regulation of cholesterol biosynthesis by SREBP (SREBF)",2,87,0.005990910342927971,0.4050776632544062,0.4974081053457887,2,52,0.0038730820795471474,9606,Homo sapiens,"ACACA","","R-HSA-2426160;R-HSA-1655845"
R-HSA-375276,"Peptide ligand-binding receptors",4,203,0.013978790800165267,0.40743434714387083,0.4974081053457887,4,76,0.005660658423953523,9606,Homo sapiens,"CXCR5;CCR4;CCR3;CCR2","","R-HSA-373061;R-HSA-373073;R-HSA-8862733;R-HSA-444523"
R-HSA-8866652,"Synthesis of active ubiquitin: roles of E1 and E2 enzymes",1,33,0.0022724142680071615,0.4100986902694643,0.4974081053457887,3,16,0.0011917175629375838,9606,Homo sapiens,"UBE2L3","","R-HSA-8852130;R-HSA-8852129;R-HSA-8852127"
R-HSA-1638091,"Heparan sulfate/heparin (HS-GAG) metabolism",2,88,0.006059771381352431,0.41061594435967474,0.4974081053457887,1,33,0.0024579174735587664,9606,Homo sapiens,"GLB1","","R-HSA-2090079"
R-HSA-9645723,"Diseases of programmed cell death",2,89,0.0061286324197768905,0.4161289695810939,0.4974081053457887,1,27,0.0020110233874571725,9606,Homo sapiens,"FASLG","","R-HSA-8870698"
